setup_name,stock_code,stock_name,entry_date,entry_price,signal_date,signal_close,return_5d,return_10d,return_20d,return_60d,hold_return_5d,hold_return_10d,hold_return_20d,hold_return_60d,realized_drawdown,hit_stop,stop_reason,stop_date,stop_price,rs_rank_at_entry,proxy_symbol,market_proxy_return_20d,stock_return_20d,relative_return_vs_market_20d,breadth_below_ma20_pct,regime_event_id,regime_start_date,regime_end_date,momentum_flow,mtf_signal,sector
D_CRASH_SURVIVOR,6242,LI KANG BIOMEDICAL CO LTD,2025-03-14,44.55,2025-03-13,45.55,0.11,-1.01,-3.70,-3.70,0.11,-1.01,-6.85,-2.69,-4.83,true,BREAK_MA60,2025-03-31,42.90,73.44,0050,-8.16,8.58,16.75,74.68,2,2025-03-13,2025-03-19,MOMENTUM_BUILDING,MODERATE,
D_CRASH_SURVIVOR,6261,YOUNGTEK ELECTRONICS CORPORATIO,2025-04-17,61.30,2025-04-16,61.60,0.33,0.33,0.33,0.33,-1.96,1.14,1.79,-1.14,0.00,true,BREAK_MA60,2025-04-18,61.50,74.60,0050,-10.82,-4.79,6.03,91.98,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6266,TOP UNION ELECTRONICS CORP,2025-03-20,32.94,2025-03-19,32.94,0.29,-11.60,-11.60,-11.60,0.29,-11.60,-10.32,-1.58,-11.60,true,BREAK_MA60,2025-04-07,29.12,79.41,0050,-8.65,8.39,17.04,67.98,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6266,TOP UNION ELECTRONICS CORP,2025-04-23,29.92,2025-04-22,29.59,0.32,0.32,0.32,0.32,2.84,3.00,6.62,1.61,0.00,true,BREAK_MA60,2025-04-24,30.01,84.44,0050,-14.76,-9.65,5.10,89.57,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6276,ANTEC INC,2025-04-28,40.85,2025-04-25,39.90,20.20,13.34,4.53,37.33,20.20,13.34,4.53,37.33,-0.12,false,,,0.00,77.88,0050,-10.16,7.98,18.15,60.45,3,2025-03-31,2025-04-25,MOMENTUM_FADING,STRONG,
D_CRASH_SURVIVOR,6285,啟碁,2025-03-20,148.00,2025-03-19,146.00,3.38,-5.74,-5.74,-5.74,3.38,-15.54,-21.62,-19.26,-6.42,true,BREAK_MA60,2025-03-31,139.50,93.47,0050,-8.65,1.74,10.39,67.98,2,2025-03-13,2025-03-19,MOMENTUM_BUILDING,MODERATE,
D_CRASH_SURVIVOR,6415,矽力*-KY,2025-03-20,457.50,2025-03-19,453.00,-6.67,-10.49,-10.49,-10.49,-6.67,-19.56,-7.32,-17.49,-10.82,true,BREAK_MA60,2025-03-28,409.50,73.95,0050,-8.65,7.35,16.00,67.98,2,2025-03-13,2025-03-19,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6426,統新,2025-03-20,83.20,2025-03-19,82.50,-6.73,-6.73,-6.73,-6.73,-9.01,-25.36,-25.96,-9.50,-7.21,true,BREAK_MA60,2025-03-24,77.60,82.54,0050,-8.65,-0.24,8.41,67.98,2,2025-03-13,2025-03-19,MOMENTUM_BUILDING,CONFLICTED,
D_CRASH_SURVIVOR,6431,光麗-KY,2025-04-18,18.80,2025-04-17,18.75,-4.26,-2.13,-1.86,-1.86,-4.26,-2.13,-1.86,-19.15,-5.85,true,BREAK_MA60,2025-05-19,18.45,84.84,0050,-12.17,-3.35,8.82,90.90,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6464,台數科,2025-04-16,76.88,2025-04-15,77.56,-0.38,-0.38,-0.38,-0.38,0.63,1.01,1.14,2.65,-0.38,true,BREAK_MA60,2025-04-21,76.59,83.91,0050,-8.39,-0.75,7.65,91.98,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6469,GREAT TREE PHARMACY CO LTD,2025-03-17,160.64,2025-03-14,160.64,-5.51,-12.12,-12.12,-12.12,-5.51,-12.12,-13.22,-15.15,-12.12,true,BREAK_MA60,2025-03-31,141.17,72.84,0050,-8.07,13.79,21.87,71.10,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6474,WFE,2025-03-17,34.30,2025-03-14,34.40,7.29,2.62,-10.06,-10.06,7.29,2.62,-3.79,18.08,-15.45,true,BREAK_MA60,2025-04-07,30.85,83.67,0050,-8.07,13.91,21.98,71.10,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6474,WFE,2025-04-17,32.85,2025-04-16,33.00,-4.57,-4.57,-4.57,-4.57,2.44,2.89,19.94,44.60,-4.57,true,BREAK_MA60,2025-04-18,31.35,93.94,0050,-10.82,-2.94,7.88,91.98,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6486,INTERACTIVE DIGITAL TECHNOLOGIE,2025-03-17,87.90,2025-03-14,86.80,-0.34,-3.75,-4.10,-4.10,-0.34,-3.75,-10.35,-10.47,-5.80,true,BREAK_MA60,2025-04-01,84.30,75.23,0050,-8.07,5.47,13.54,71.10,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6499,MEDEON BIODESIGN INC,2025-04-17,45.80,2025-04-16,46.20,5.24,10.26,76.20,153.28,5.24,10.26,76.20,153.28,0.00,false,,,0.00,86.51,0050,-10.82,-0.22,10.61,91.98,3,2025-03-31,2025-04-25,MOMENTUM_BUILDING,MODERATE,
D_CRASH_SURVIVOR,6506,SHUANG-BANG INDUSTRIAL CORP,2026-03-31,16.70,2026-03-30,16.70,-0.30,1.50,3.59,,-0.30,1.50,3.59,,-2.40,false,,,0.00,70.62,0050,-8.03,4.38,12.40,64.64,4,2026-03-30,2026-03-31,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6508,HUIKWANG CORPORATION,2026-03-31,28.15,2026-03-30,28.05,-3.55,-6.39,-10.30,-10.30,-3.55,-6.39,-8.17,,-10.66,true,BREAK_MA60,2026-04-23,25.25,78.64,0050,-8.03,18.86,26.88,64.64,4,2026-03-30,2026-03-31,MOMENTUM_BUILDING,MODERATE,
D_CRASH_SURVIVOR,6509,TAIWAN HOPAX CHEMS.MFG.CO,2026-04-01,45.55,2026-03-31,44.40,3.73,-2.85,-12.40,-12.40,3.73,-2.85,-12.40,,-12.40,true,BREAK_MA60,2026-04-30,39.90,87.72,0050,-8.13,10.17,18.30,75.94,4,2026-03-30,2026-03-31,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6516,KINGWAYTEK TECHNOLOGY CO LTD,2025-03-14,77.60,2025-03-13,78.10,-0.77,-1.68,-5.54,-5.54,-0.77,-1.68,-6.96,3.22,-7.09,true,BREAK_MA60,2025-03-31,73.30,84.59,0050,-8.16,7.87,16.04,74.68,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6530,AXCEN PHOTONICS CORPORATION,2026-04-01,91.00,2026-03-31,84.50,11.54,37.91,31.32,13.19,11.54,37.91,31.32,,-3.52,true,BREAK_MA60,2026-06-08,103.00,87.83,0050,-8.13,1.68,9.81,75.94,4,2026-03-30,2026-03-31,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6534,正瀚-創,2025-03-20,81.00,2025-03-19,83.30,1.23,1.23,1.23,1.23,0.49,-11.11,-8.02,-4.94,-0.49,true,BREAK_MA60,2025-03-21,82.00,81.65,0050,-8.65,1.46,10.11,67.98,2,2025-03-13,2025-03-19,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6548,CHANG WAH TECHNOLOGY CO LTD,2025-04-22,34.50,2025-04-21,34.85,5.36,-1.01,-1.01,-1.01,5.36,-0.58,4.49,-7.54,-1.16,true,BREAK_MA60,2025-05-05,34.15,75.29,0050,-14.01,-1.41,12.60,89.62,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6577,PROMATE SOLUTIONS CORPORATION,2026-03-31,76.70,2026-03-30,76.70,-0.65,2.35,2.87,,-0.65,2.35,2.87,,-1.56,false,,,0.00,70.98,0050,-8.03,0.13,8.16,64.64,4,2026-03-30,2026-03-31,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6581,鋼聯,2025-03-14,114.00,2025-03-13,114.00,4.39,-1.32,-4.82,-4.82,4.39,-1.32,-11.40,-3.95,-5.26,true,BREAK_MA60,2025-03-31,108.50,77.76,0050,-8.16,7.04,15.21,74.68,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6590,PROVISION INFORMATION CO LTD,2025-03-20,70.43,2025-03-19,72.87,-2.84,-4.69,-4.69,-4.69,-2.84,-16.05,-13.46,-8.64,-4.69,true,BREAK_MA60,2025-03-28,67.13,88.73,0050,-8.65,8.83,17.48,67.98,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6597,Ecocera,2025-03-17,144.00,2025-03-14,148.00,-0.69,4.86,-30.21,-30.21,-0.69,4.86,-13.19,-51.53,-30.21,true,BREAK_MA60,2025-04-07,100.50,99.30,0050,-8.07,14.73,22.80,71.10,2,2025-03-13,2025-03-19,MOMENTUM_FADING,STRONG,
D_CRASH_SURVIVOR,6613,NOVA TECHNOLOGY CORP,2026-03-31,201.00,2026-03-30,202.00,6.47,17.41,13.43,,6.47,17.41,13.43,,0.00,false,,,0.00,76.14,0050,-8.03,3.59,11.62,64.64,4,2026-03-30,2026-03-31,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6620,Handa Pharma,2025-03-20,90.20,2025-03-19,89.70,-3.55,-11.20,-11.20,-11.20,-3.55,-33.48,-15.74,-8.54,-12.20,true,BREAK_MA60,2025-03-31,80.10,77.85,0050,-8.65,10.74,19.39,67.98,2,2025-03-13,2025-03-19,MOMENTUM_BUILDING,MODERATE,
D_CRASH_SURVIVOR,6649,TAIWAN BIOMATERIAL CO LTD,2025-03-20,41.50,2025-03-19,40.60,-0.96,-11.93,-11.93,-11.93,-0.96,-11.93,-11.81,-9.52,-11.93,true,BREAK_MA60,2025-04-07,36.55,93.83,0050,-8.65,8.41,17.06,67.98,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6654,TIAN ZHENG INTL PRECISION MACHI,2025-04-21,66.00,2025-04-18,66.00,6.36,4.55,13.94,14.39,6.36,4.55,13.94,14.39,-10.15,true,BREAK_MA60,2025-07-16,75.50,98.26,0050,-10.88,10.00,20.88,87.42,3,2025-03-31,2025-04-25,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6655,科定,2025-04-11,129.00,2025-04-10,129.50,-1.94,-1.94,-1.94,-1.94,-1.55,-5.04,-1.94,-4.65,-3.49,true,BREAK_MA60,2025-04-14,126.50,84.43,0050,-11.65,-0.77,10.88,97.19,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6655,科定,2025-04-25,125.00,2025-04-24,125.00,-0.40,-0.40,-0.40,-0.40,0.80,1.20,2.40,-4.00,-1.20,true,BREAK_MA60,2025-04-28,124.50,77.38,0050,-12.32,-5.30,7.02,77.15,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6657,華安,2025-03-17,72.80,2025-03-14,73.40,0.96,-9.20,-14.29,-14.29,0.96,-9.20,-18.27,-7.28,-14.29,true,BREAK_MA60,2025-04-07,62.40,96.07,0050,-8.07,23.36,31.43,71.10,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6662,BIOLASCO TAIWAN CO LTD,2025-04-18,34.60,2025-04-17,34.50,-3.32,-3.32,-3.32,-3.32,-4.05,-4.62,-2.02,-1.45,-3.32,true,BREAK_MA60,2025-04-21,33.45,79.02,0050,-12.17,0.88,13.05,90.90,3,2025-03-31,2025-04-25,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6672,騰輝電子-KY,2025-03-20,82.40,2025-03-19,81.90,-0.73,-11.29,-11.29,-11.29,-0.73,-17.23,-22.82,-10.32,-11.29,true,BREAK_MA60,2025-03-31,73.10,86.65,0050,-8.65,0.37,9.02,67.98,2,2025-03-13,2025-03-19,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6679,ZILLTEK TECHNOLOGY CORP,2026-03-31,238.00,2026-03-30,243.00,5.46,11.76,20.17,18.07,5.46,11.76,20.17,,-1.05,true,BREAK_MA60,2026-06-05,281.00,74.40,0050,-8.03,6.58,14.61,64.64,4,2026-03-30,2026-03-31,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6692,AES,2025-03-20,40.90,2025-03-19,40.30,9.90,-7.58,-7.58,-7.58,9.90,-7.58,-11.12,-9.78,-7.58,true,BREAK_MA60,2025-04-07,37.80,73.53,0050,-8.65,7.61,16.26,67.98,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6721,Sincere group,2025-04-22,55.60,2025-04-21,55.50,0.00,0.00,0.00,0.00,0.54,1.62,9.71,10.61,0.00,true,BREAK_MA60,2025-04-23,55.60,89.89,0050,-14.01,-6.72,7.29,89.62,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6728,UP YOUNG CORNERSTONE CORP,2025-04-18,149.00,2025-04-17,149.00,-2.68,8.05,8.05,9.73,-2.68,8.05,8.05,7.05,-3.36,true,BREAK_MA60,2025-07-09,163.50,95.76,0050,-12.17,0.68,12.85,90.90,3,2025-03-31,2025-04-25,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6730,LAGIS,2025-04-15,38.20,2025-04-14,38.20,-0.52,-0.52,-0.52,-0.52,-1.05,0.26,11.26,13.74,-3.53,true,BREAK_MA60,2025-04-17,38.00,84.43,0050,-9.61,1.87,11.47,96.07,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6752,GALAXY SOFTWARE SERVICES CORPOR,2025-04-18,131.90,2025-04-17,130.95,-2.89,-2.89,-2.89,-2.89,17.33,39.71,17.33,4.69,-5.05,true,BREAK_MA60,2025-04-22,128.09,95.61,0050,-12.17,-1.43,10.74,90.90,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,CONFLICTED,
D_CRASH_SURVIVOR,6757,台灣虎航,2025-03-17,89.20,2025-03-14,88.30,10.76,1.46,-8.63,-8.63,10.76,1.46,-4.15,-3.81,-8.63,true,BREAK_MA60,2025-04-07,81.50,94.87,0050,-8.07,5.50,13.57,71.10,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6757,台灣虎航,2025-04-01,91.50,2025-03-31,90.50,-10.93,-10.93,-10.93,-10.93,-6.12,-2.19,-6.12,-5.46,-10.93,true,BREAK_MA60,2025-04-07,81.50,98.26,0050,-8.14,9.04,17.17,92.02,3,2025-03-31,2025-04-25,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6757,台灣虎航,2025-04-17,86.00,2025-04-16,85.50,-1.05,-1.05,-1.05,-1.05,-1.40,-0.12,10.47,-0.35,-1.16,true,BREAK_MA60,2025-04-21,85.10,98.88,0050,-10.82,-2.06,8.76,91.98,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6767,WILTROM CO LTD,2025-03-17,34.45,2025-03-14,34.45,-2.47,-2.47,-2.47,-2.47,-3.05,-5.81,-14.37,-10.60,-2.76,true,BREAK_MA60,2025-03-18,33.60,71.64,0050,-8.07,1.03,9.10,71.10,2,2025-03-13,2025-03-19,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6776,展碁國際,2025-03-20,57.50,2025-03-19,57.50,1.39,1.39,1.39,1.39,1.57,-9.91,-12.70,-1.04,0.00,true,BREAK_MA60,2025-03-21,58.30,73.01,0050,-8.65,-2.04,6.61,67.98,2,2025-03-13,2025-03-19,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6781,AES-KY,2025-03-20,1045.00,2025-03-19,1025.00,-1.44,-1.44,-1.44,-1.44,-4.31,-24.59,-29.76,-9.28,-1.91,true,BREAK_MA60,2025-03-24,1030.00,99.51,0050,-8.65,-2.38,6.27,67.98,2,2025-03-13,2025-03-19,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6796,晉弘,2025-03-20,78.36,2025-03-19,78.45,-0.35,-0.35,-0.35,-0.35,-0.81,-14.73,-11.48,-3.94,-1.39,true,BREAK_MA60,2025-03-24,78.09,73.79,0050,-8.65,1.17,9.82,67.98,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6799,來頡,2025-04-21,104.50,2025-04-18,104.50,-6.12,-6.12,-6.12,-6.12,1.44,-5.36,10.05,-11.87,-6.12,true,BREAK_MA60,2025-04-22,98.10,72.15,0050,-10.88,-3.24,7.64,87.42,3,2025-03-31,2025-04-25,MOMENTUM_BUILDING,MODERATE,
D_CRASH_SURVIVOR,6803,ECOVE ENVIRONMENT CORP,2025-03-14,300.50,2025-03-13,302.00,-1.00,-2.33,-3.16,-3.16,-1.00,-2.33,-4.66,-0.83,-3.49,true,BREAK_MA60,2025-03-31,291.00,71.98,0050,-8.16,4.14,12.30,74.68,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6803,ECOVE ENVIRONMENT CORP,2025-04-21,283.50,2025-04-18,284.00,-1.59,-1.59,-1.59,-1.59,-0.18,4.06,5.47,2.82,-1.76,true,BREAK_MA60,2025-04-22,279.00,84.53,0050,-10.88,-4.70,6.19,87.42,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6805,富世達,2026-03-31,1780.00,2026-03-30,1830.00,3.37,6.74,16.29,0.00,3.37,6.74,16.29,,-5.34,true,BREAK_MA60,2026-05-14,1780.00,94.41,0050,-8.03,4.87,12.90,64.64,4,2026-03-30,2026-03-31,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6843,JDV,2025-03-14,53.80,2025-03-13,53.80,0.19,0.37,-9.29,-9.29,0.19,0.37,-8.64,-0.93,-9.29,true,BREAK_MA60,2025-04-07,48.80,75.47,0050,-8.16,3.26,11.43,74.68,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6843,JDV,2025-04-22,50.90,2025-04-21,51.50,4.32,4.13,2.55,2.55,4.32,4.13,15.32,21.02,0.00,true,BREAK_MA60,2025-05-09,52.20,88.75,0050,-14.01,-3.74,10.28,89.62,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6865,WebComm,2025-04-16,63.60,2025-04-15,68.10,30.19,25.63,2.83,2.83,30.19,25.63,17.77,-10.38,0.00,true,BREAK_MA60,2025-05-09,65.40,98.26,0050,-8.39,21.61,30.00,91.98,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6877,HYE,2025-04-08,69.55,2025-04-07,77.18,-9.93,-9.93,-9.93,-9.93,4.44,-5.88,-3.92,12.94,-9.93,true,BREAK_MA60,2025-04-09,62.64,95.76,0050,-15.79,-6.29,9.50,98.26,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,CONFLICTED,
D_CRASH_SURVIVOR,6881,RTD,2025-04-21,240.00,2025-04-18,240.00,-9.58,-9.58,-9.58,-9.58,-4.58,-4.17,0.42,-6.25,-9.58,true,BREAK_MA60,2025-04-24,217.00,91.60,0050,-10.88,0.42,11.30,87.42,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6908,宏碁遊戲-創,2025-03-14,72.00,2025-03-13,72.00,-4.58,-5.00,-20.97,-20.97,-4.58,-5.00,-25.00,-26.39,-22.08,true,BREAK_MA60,2025-04-07,56.90,74.17,0050,-8.16,19.40,27.57,74.68,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6909,創控,2025-03-20,54.20,2025-03-19,54.20,-2.95,-20.76,-20.76,-20.76,-2.95,-20.76,-13.01,-15.31,-24.54,true,BREAK_MA60,2025-04-07,42.95,97.01,0050,-8.65,21.52,30.18,67.98,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6910,Grandsys,2025-03-14,37.70,2025-03-13,37.70,1.99,2.79,-11.67,-11.67,1.99,2.79,-13.00,-10.21,-15.52,true,BREAK_MA60,2025-04-07,33.30,89.91,0050,-8.16,7.25,15.42,74.68,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6916,華凌,2025-03-17,27.70,2025-03-14,27.70,-9.21,-10.29,-10.29,-10.29,-9.21,-21.12,-25.81,-24.37,-11.01,true,PCT_-10,2025-03-27,24.85,86.22,0050,-8.07,19.14,27.21,71.10,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6918,愛派司,2025-04-01,108.00,2025-03-31,108.00,-12.50,-12.50,-12.50,-12.50,-7.41,4.63,-0.93,-10.83,-13.70,true,BREAK_MA60,2025-04-07,94.50,95.86,0050,-8.14,8.54,16.68,92.02,3,2025-03-31,2025-04-25,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6918,愛派司,2025-04-23,106.50,2025-04-22,106.00,0.47,-3.76,-3.76,-3.76,0.47,-6.38,-6.10,-6.57,-3.76,true,BREAK_MA60,2025-05-07,102.50,97.43,0050,-14.76,-4.50,10.25,89.57,3,2025-03-31,2025-04-25,STRUCTURAL_SHIFT_UP,MODERATE,
D_CRASH_SURVIVOR,6925,eLand,2025-04-16,63.00,2025-04-15,62.50,0.48,4.76,-1.59,-1.59,0.48,4.76,-3.17,173.02,-3.33,true,BREAK_MA60,2025-05-09,62.00,96.02,0050,-8.39,-0.79,7.60,91.98,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6936,永鴻生技,2025-04-09,43.90,2025-04-08,44.15,1.82,3.64,-11.39,-11.39,1.82,3.64,-4.33,-13.44,-20.27,true,BREAK_MA60,2025-04-28,38.90,96.80,0050,-17.76,15.27,33.04,98.77,3,2025-03-31,2025-04-25,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6936,永鴻生技,2025-04-23,43.90,2025-04-22,43.95,-11.39,-11.39,-11.39,-11.39,-11.62,-4.33,-10.71,-13.44,-20.27,true,BREAK_MA60,2025-04-28,38.90,96.29,0050,-14.76,1.15,15.91,89.57,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6945,APBio,2025-03-20,54.20,2025-03-19,54.10,-0.55,-3.32,-3.32,-3.32,-0.55,-24.63,-22.42,-0.37,-3.69,true,BREAK_MA60,2025-03-31,52.40,70.15,0050,-8.65,-2.17,6.48,67.98,2,2025-03-13,2025-03-19,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,6952,大武山,2025-04-14,47.00,2025-04-11,47.80,2.02,2.02,2.02,2.02,0.00,-0.43,5.32,1.91,0.00,true,BREAK_MA60,2025-04-15,47.95,84.48,0050,-9.98,-2.25,7.73,96.63,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,CONFLICTED,
D_CRASH_SURVIVOR,6955,邦睿生技-創,2025-03-14,130.43,2025-03-13,131.30,7.00,7.33,-7.33,-7.33,7.00,7.33,-4.33,25.00,-7.33,true,BREAK_MA60,2025-04-07,120.87,79.38,0050,-8.16,5.59,13.76,74.68,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,6983,HYP,2025-04-22,106.00,2025-04-21,110.00,1.89,1.89,1.89,1.89,-1.42,1.89,-0.94,-3.77,0.00,true,BREAK_MA60,2025-04-23,108.00,85.11,0050,-14.01,-7.17,6.84,89.62,3,2025-03-31,2025-04-25,MOMENTUM_BUILDING,MODERATE,
D_CRASH_SURVIVOR,6996,forcelead,2026-04-01,168.50,2026-03-31,165.50,-2.37,-2.37,-2.37,-2.37,2.67,9.79,5.04,,-2.67,true,BREAK_MA60,2026-04-07,164.50,74.50,0050,-8.13,-0.30,7.83,75.94,4,2026-03-30,2026-03-31,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,7402,BRINNO INC,2025-03-17,88.50,2025-03-14,88.00,20.90,10.40,-6.10,-6.10,20.90,10.40,6.44,-9.72,-6.10,true,BREAK_MA60,2025-04-08,83.10,75.03,0050,-8.07,7.06,15.13,71.10,2,2025-03-13,2025-03-19,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,7610,聯友金屬-創,2025-04-15,55.07,2025-04-14,54.83,8.97,8.09,4.26,-1.18,8.97,8.09,4.26,43.81,-1.76,true,BREAK_MA60,2025-05-21,54.42,97.43,0050,-9.61,10.80,20.41,96.07,3,2025-03-31,2025-04-25,MOMENTUM_BUILDING,MODERATE,
D_CRASH_SURVIVOR,7631,聚賢研發-創,2025-04-23,96.80,2025-04-22,98.00,4.86,2.89,1.65,1.65,4.86,2.89,2.27,23.45,-0.72,true,BREAK_MA60,2025-05-09,98.40,90.05,0050,-14.76,-6.22,8.54,89.57,3,2025-03-31,2025-04-25,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,7642,Champ Ray,2025-04-25,94.30,2025-04-24,96.00,1.06,1.06,1.06,1.06,-3.50,-3.50,-13.89,-1.38,-1.70,true,BREAK_MA60,2025-04-28,95.30,89.22,0050,-12.32,-4.95,7.37,77.15,3,2025-03-31,2025-04-25,STRUCTURAL_SHIFT_UP,CONFLICTED,
D_CRASH_SURVIVOR,7716,ITI,2025-04-21,30.20,2025-04-18,30.10,6.46,4.64,7.12,22.85,6.46,4.64,7.12,22.85,-0.33,false,,,0.00,79.69,0050,-10.88,-4.44,6.44,87.42,3,2025-03-31,2025-04-25,STRUCTURAL_SHIFT_UP,MODERATE,
D_CRASH_SURVIVOR,7736,虎山,2025-03-14,139.50,2025-03-13,139.50,-15.05,-15.05,-15.05,-15.05,-15.05,-17.20,-22.22,-24.73,-15.41,true,BREAK_MA60,2025-03-20,118.50,86.78,0050,-8.16,16.25,24.41,74.68,2,2025-03-13,2025-03-19,MOMENTUM_FADING,MODERATE,
D_CRASH_SURVIVOR,7750,新代,2026-03-31,1360.00,2026-03-30,1340.00,4.41,22.79,89.34,,4.41,22.79,89.34,,-4.78,false,,,0.00,89.41,0050,-8.03,4.69,12.71,64.64,4,2026-03-30,2026-03-31,MOMENTUM_NEUTRAL,MODERATE,
D_CRASH_SURVIVOR,7757,Lebledor,2025-04-01,170.00,2025-03-31,170.00,-11.18,-11.18,-11.18,-11.18,-8.82,-10.00,-11.47,-8.24,-11.76,true,BREAK_MA60,2025-04-07,151.00,70.63,0050,-8.14,13.71,21.85,92.02,3,2025-03-31,2025-04-25,MOMENTUM_FADING,MODERATE,
