setup_name,bucket,stop_policy,window,signal_count,matured_20d_count,unmatured_20d_count,available_20d,status,win_20d,avg_return_20d_stopadj,median_20d,hold_return_20d,stop_delta_20d,stop_hit_rate,rdd_avg,rdd_p90,win_5d,avg_5d,win_10d,avg_10d,win_60d,avg_60d,avail_60d
C_VCP_MA60_RETEST,0,MA60_CONFIRM,recent_4m,313,289,24,289,OK,35.64,3.52,-2.02,8.33,-4.81,75.43,-5.69,-11.96,41.18,1.05,38.75,0.90,15.56,-2.33,225
C_VCP_MA60_RETEST,0,MA60_CONFIRM,recent_6m,622,598,24,598,OK,33.78,2.60,-2.04,6.16,-3.55,82.94,-5.29,-11.24,42.14,0.77,38.63,0.97,19.85,2.26,534
C_VCP_MA60_RETEST,0,NO_STOP,recent_2m,127,103,24,100,OK,62.00,10.94,2.77,10.94,0.00,0.00,-9.44,-18.93,51.46,2.59,51.46,2.88,,,0
C_VCP_MA60_RETEST,0,NO_STOP,recent_4m,313,289,24,286,OK,58.74,8.33,1.80,8.33,0.00,0.00,-10.28,-20.98,46.71,1.13,49.83,1.95,60.56,26.31,71
C_VCP_MA60_RETEST,0,NO_STOP,recent_6m,622,598,24,595,OK,54.79,6.16,1.10,6.16,0.00,0.00,-11.12,-22.64,47.49,0.96,49.50,1.91,51.84,14.46,380
C_VCP_BASE_LOW_RETEST,0,BASELINE,recent_2m,8,8,0,8,INSUFFICIENT,50.00,0.59,0.09,2.30,-1.71,87.50,-1.64,-5.94,50.00,0.85,62.50,1.51,42.86,-0.16,7
C_VCP_BASE_LOW_RETEST,0,BASELINE,recent_4m,34,34,0,34,OK,41.18,1.01,-0.52,4.16,-3.15,94.12,-1.98,-5.13,50.00,2.07,50.00,1.72,39.39,2.15,33
C_VCP_BASE_LOW_RETEST,0,BASELINE,recent_6m,84,84,0,84,OK,32.14,0.63,-0.93,2.96,-2.33,92.86,-2.40,-5.13,38.10,0.23,38.10,0.50,30.12,1.62,83
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_10,recent_2m,8,8,0,8,INSUFFICIENT,62.50,2.30,3.02,2.30,0.00,0.00,-4.49,-8.39,62.50,1.22,75.00,2.04,,,0
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_10,recent_4m,34,34,0,34,OK,47.06,4.22,-0.82,4.16,0.06,29.41,-6.65,-13.10,58.82,2.11,61.76,2.96,31.58,7.89,19
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_10,recent_6m,84,84,0,84,OK,47.62,3.11,-0.65,2.96,0.16,39.29,-7.83,-13.28,46.43,0.14,48.81,1.30,36.23,4.99,69
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_12,recent_2m,8,8,0,8,INSUFFICIENT,62.50,2.30,3.02,2.30,0.00,0.00,-4.49,-8.39,62.50,1.22,75.00,2.04,,,0
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_12,recent_4m,34,34,0,34,OK,50.00,4.91,0.41,4.16,0.75,20.59,-6.84,-13.10,58.82,2.11,61.76,2.96,37.50,11.12,16
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_12,recent_6m,84,84,0,84,OK,48.81,3.35,-0.21,2.96,0.39,29.76,-8.37,-14.18,46.43,0.14,48.81,1.26,37.88,5.28,66
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_15,recent_2m,8,8,0,8,INSUFFICIENT,62.50,2.30,3.02,2.30,0.00,0.00,-4.49,-8.39,62.50,1.22,75.00,2.04,,,0
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_15,recent_4m,34,34,0,34,OK,50.00,4.61,0.41,4.16,0.45,8.82,-7.51,-14.69,58.82,2.06,61.76,2.69,46.67,13.67,15
C_VCP_BASE_LOW_RETEST,0,PCT_ONLY_15,recent_6m,84,84,0,84,OK,48.81,3.24,-0.21,2.96,0.28,20.24,-9.26,-18.04,46.43,0.08,48.81,1.14,41.54,5.65,65
C_VCP_BASE_LOW_RETEST,0,ATR_2,recent_2m,8,8,0,8,INSUFFICIENT,62.50,2.41,3.02,2.30,0.12,12.50,-4.34,-8.39,62.50,1.22,75.00,2.04,0.00,-6.25,1
C_VCP_BASE_LOW_RETEST,0,ATR_2,recent_4m,34,34,0,34,OK,44.12,4.24,-1.23,4.16,0.09,44.12,-5.41,-11.67,58.82,2.14,61.76,2.72,25.00,6.36,20
C_VCP_BASE_LOW_RETEST,0,ATR_2,recent_6m,84,84,0,84,OK,40.48,2.76,-2.05,2.96,-0.20,60.71,-5.41,-10.17,45.24,-0.12,46.43,0.54,25.71,3.56,70
C_VCP_BASE_LOW_RETEST,0,ATR_3,recent_2m,8,8,0,8,INSUFFICIENT,62.50,2.30,3.02,2.30,0.00,0.00,-4.49,-8.39,62.50,1.22,75.00,2.04,,,0
C_VCP_BASE_LOW_RETEST,0,ATR_3,recent_4m,34,34,0,34,OK,50.00,5.18,0.41,4.16,1.02,35.29,-6.21,-12.78,58.82,2.11,61.76,3.21,33.33,9.33,18
C_VCP_BASE_LOW_RETEST,0,ATR_3,recent_6m,84,84,0,84,OK,47.62,3.65,-0.65,2.96,0.70,50.00,-6.73,-12.74,46.43,0.14,48.81,1.25,33.82,5.89,68
C_VCP_BASE_LOW_RETEST,0,SWING_LOW,recent_2m,8,8,0,8,INSUFFICIENT,50.00,0.83,0.25,2.30,-1.47,25.00,-3.91,-7.67,62.50,1.22,75.00,2.26,0.00,-4.40,2
C_VCP_BASE_LOW_RETEST,0,SWING_LOW,recent_4m,34,34,0,34,OK,38.24,1.57,-2.45,4.16,-2.59,58.82,-4.65,-9.73,55.88,2.06,55.88,2.59,17.39,3.26,23
C_VCP_BASE_LOW_RETEST,0,SWING_LOW,recent_6m,84,84,0,84,OK,35.71,1.62,-2.64,2.96,-1.34,65.48,-4.85,-8.55,44.05,0.01,42.86,0.63,23.29,2.95,73
C_VCP_BASE_LOW_RETEST,0,MA60_CONFIRM,recent_2m,8,8,0,8,INSUFFICIENT,50.00,1.84,-0.06,2.30,-0.45,75.00,-1.94,-5.94,62.50,1.19,75.00,2.31,33.33,-0.47,6
C_VCP_BASE_LOW_RETEST,0,MA60_CONFIRM,recent_4m,34,34,0,34,OK,44.12,1.77,-0.74,4.16,-2.39,88.24,-2.99,-6.17,61.76,2.04,58.82,1.90,38.71,1.61,31
C_VCP_BASE_LOW_RETEST,0,MA60_CONFIRM,recent_6m,84,84,0,84,OK,33.33,0.98,-1.10,2.96,-1.97,89.29,-3.08,-6.55,42.86,0.16,40.48,0.52,29.63,1.51,81
C_VCP_BASE_LOW_RETEST,0,NO_STOP,recent_2m,8,8,0,8,INSUFFICIENT,62.50,2.30,3.02,2.30,0.00,0.00,-4.49,-8.39,62.50,1.22,75.00,2.04,,,0
C_VCP_BASE_LOW_RETEST,0,NO_STOP,recent_4m,34,34,0,34,OK,50.00,4.16,0.41,4.16,0.00,0.00,-8.59,-14.69,58.82,1.81,61.76,2.36,53.33,15.74,15
C_VCP_BASE_LOW_RETEST,0,NO_STOP,recent_6m,84,84,0,84,OK,48.81,2.96,-0.21,2.96,0.00,0.00,-10.40,-22.35,46.43,-0.04,48.81,0.97,46.15,7.05,65
