signal_date,code,name,action,action_group,stage,score,signal_price,reason_tags,source_tab,source_report
2026-06-11,7749,意騰-KY,WAIT,WATCH_GROUP,未就緒 NOT_READY,31.00,508.00,NOT_READY;上影;收弱,watchlist,reports/report_20260611.html
2026-06-11,7780,大研生醫*,WAIT,WATCH_GROUP,未就緒 NOT_READY,47.00,18.40,NOT_READY,watchlist,reports/report_20260611.html
2026-06-11,8021,尖點,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,60.00,570.00,OVERHEATED;追高,watchlist,reports/report_20260611.html
2026-06-11,8044,網家,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,29.55,NOT_READY;上影;收弱,watchlist,reports/report_20260611.html
2026-06-11,8071,ABICO NETCOM CO LTD,BUY,BUY_GROUP,,0.00,24.95,,market,reports/report_20260611.html
2026-06-11,8121,越峰,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,42.00,43.50,MAIN_RUN,watchlist,reports/report_20260611.html
2026-06-11,8182,加高,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,48.00,54.50,OVERHEATED;追高,watchlist,reports/report_20260611.html
2026-06-11,8404,百和興業-KY,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,53.00,17.25,BASE_BUILDING,watchlist,reports/report_20260611.html
2026-06-11,8422,可寧衛*,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,29.25,NOT_READY;上影;收弱,watchlist,reports/report_20260611.html
2026-06-11,8476,台境*,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,45.00,19.15,MAIN_RUN,watchlist,reports/report_20260611.html
2026-06-11,8926,台汽電,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,39.00,75.50,MAIN_RUN,watchlist,reports/report_20260611.html
2026-06-11,8932,智通*,WAIT,WATCH_GROUP,未就緒 NOT_READY,34.00,98.20,NOT_READY;上影;收弱,watchlist,reports/report_20260611.html
2026-06-11,8996,高力,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,1140.00,NOT_READY;上影;收弱,watchlist,reports/report_20260611.html
2026-06-11,9904,寶成,WAIT,WATCH_GROUP,未就緒 NOT_READY,45.00,26.30,NOT_READY,watchlist,reports/report_20260611.html
2026-06-11,9910,豐泰,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,39.00,97.00,OVERHEATED;追高,watchlist,reports/report_20260611.html
2026-06-11,9917,中保科,PREPARE_ENTRY,BUY_GROUP,突破前 PRE_BREAKOUT,74.00,120.00,PRE_BREAKOUT,watchlist,reports/report_20260611.html
2026-06-11,9939,宏全,WAIT,WATCH_GROUP,未就緒 NOT_READY,62.00,132.00,NOT_READY,watchlist,reports/report_20260611.html
2026-06-11,9945,潤泰新,WAIT,WATCH_GROUP,未就緒 NOT_READY,51.00,26.05,NOT_READY,watchlist,reports/report_20260611.html
2026-06-11,9946,三發地產,WAIT,WATCH_GROUP,未就緒 NOT_READY,44.00,17.80,NOT_READY;上影;收弱,watchlist,reports/report_20260611.html
2026-06-11,9958,世紀鋼,WAIT,WATCH_GROUP,未就緒 NOT_READY,69.00,111.50,NOT_READY,watchlist,reports/report_20260611.html
2026-06-12,0050,元大台灣50,TAKE PROFIT,REDUCE_GROUP,,0.00,101.95,,positions,reports/report_20260612.html
2026-06-12,0052,富邦科技,TAKE PROFIT,REDUCE_GROUP,,0.00,59.60,,positions,reports/report_20260612.html
2026-06-12,00878,國泰永續高股息,TAKE PROFIT,REDUCE_GROUP,,0.00,32.05,,positions,reports/report_20260612.html
2026-06-12,00892,富邦台灣半導體,TAKE PROFIT,REDUCE_GROUP,,0.00,43.34,,positions,reports/report_20260612.html
2026-06-12,1104,環泥,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,80.00,29.20,BASE_BUILDING,watchlist,reports/report_20260612.html
2026-06-12,1210,大成,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,62.00,55.30,BASE_BUILDING,watchlist,reports/report_20260612.html
2026-06-12,1402,遠東新,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,60.00,27.00,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,1708,東鹼,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,58.00,48.00,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,1727,中華化,REMOVE_FROM_WATCHLIST,REDUCE_GROUP,失敗 FAILED,31.00,85.40,FAILED;跌破支撐,watchlist,reports/report_20260612.html
2026-06-12,1786,科妍,WAIT,WATCH_GROUP,未就緒 NOT_READY,55.00,56.40,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,1789,神隆,WAIT,WATCH_GROUP,未就緒 NOT_READY,41.00,19.90,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,1808,潤隆,WAIT,WATCH_GROUP,未就緒 NOT_READY,67.00,31.90,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,1907,永豐餘,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,61.00,25.80,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2025,千興,WAIT,WATCH_GROUP,未就緒 NOT_READY,48.00,14.10,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,2030,彰源,WAIT,WATCH_GROUP,未就緒 NOT_READY,50.00,18.45,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,2059,川湖,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,48.00,6910.00,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,2241,艾姆勒,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,42.00,43.10,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,2243,宏旭-KY,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,39.00,37.20,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2301,光寶科,SELL,REDUCE_GROUP,,0.00,217.00,,positions,reports/report_20260612.html
2026-06-12,2303,聯電,WAIT,WATCH_GROUP,未就緒 NOT_READY,37.00,133.50,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2313,華通,WAIT,WATCH_GROUP,未就緒 NOT_READY,31.00,263.00,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2313,華通,REDUCE,REDUCE_GROUP,,0.00,263.00,,positions,reports/report_20260612.html
2026-06-12,2317,鴻海,TAKE PROFIT,REDUCE_GROUP,,0.00,260.50,,positions,reports/report_20260612.html
2026-06-12,2327,國巨,TAKE PROFIT,REDUCE_GROUP,,0.00,855.00,,positions,reports/report_20260612.html
2026-06-12,2330,台積電,TAKE PROFIT,REDUCE_GROUP,,0.00,2310.00,,positions,reports/report_20260612.html
2026-06-12,2348,海悅,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,44.00,72.80,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2356,英業達,TAKE PROFIT,REDUCE_GROUP,,0.00,66.20,,positions,reports/report_20260612.html
2026-06-12,2404,漢唐,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,51.00,1310.00,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,2406,國碩,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,27.00,39.00,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2412,中華電,TAKE PROFIT,REDUCE_GROUP,,0.00,145.00,,positions,reports/report_20260612.html
2026-06-12,2413,環科,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,41.00,61.20,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2449,京元電子,SELL,REDUCE_GROUP,,0.00,282.00,,positions,reports/report_20260612.html
2026-06-12,2457,飛宏,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,50.00,30.10,MAIN_RUN;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2462,良得電,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,24.85,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2478,大毅,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,39.00,171.50,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2483,百容,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,41.00,38.10,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2484,希華,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,48.00,66.70,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2485,兆赫,SELL,REDUCE_GROUP,,0.00,64.80,,positions,reports/report_20260612.html
2026-06-12,2493,揚博,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,34.00,207.00,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2497,怡利電,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,63.90,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2501,國建,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,41.00,26.50,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2504,國產,WAIT,WATCH_GROUP,未就緒 NOT_READY,46.00,36.95,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,2505,國揚,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,18.80,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2520,冠德,WAIT,WATCH_GROUP,未就緒 NOT_READY,48.00,35.00,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,2534,宏盛,WAIT,WATCH_GROUP,未就緒 NOT_READY,48.00,18.60,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2536,宏普,WAIT,WATCH_GROUP,未就緒 NOT_READY,55.00,21.95,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,2540,愛山林,WAIT,WATCH_GROUP,未就緒 NOT_READY,31.00,53.00,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2542,興富發,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,44.95,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2543,皇昌,WAIT,WATCH_GROUP,未就緒 NOT_READY,42.00,46.85,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,2547,日勝生,WAIT,WATCH_GROUP,未就緒 NOT_READY,51.00,11.10,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2597,潤弘,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,190.50,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2607,榮運,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,48.00,49.75,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2617,台航,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,59.00,30.00,BASE_BUILDING,watchlist,reports/report_20260612.html
2026-06-12,2618,長榮航,WAIT,WATCH_GROUP,未就緒 NOT_READY,59.00,38.70,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2636,台驊控股,PREPARE_ENTRY,BUY_GROUP,突破前 PRE_BREAKOUT,72.00,71.20,PRE_BREAKOUT;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2645,長榮航太,WAIT,WATCH_GROUP,未就緒 NOT_READY,45.00,166.50,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2801,彰銀,WAIT,WATCH_GROUP,未就緒 NOT_READY,54.00,22.60,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2820,華票,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,61.00,17.70,BASE_BUILDING,watchlist,reports/report_20260612.html
2026-06-12,2834,臺企銀,TAKE PROFIT,REDUCE_GROUP,,0.00,17.30,,positions,reports/report_20260612.html
2026-06-12,2834,臺企銀,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,65.00,17.30,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2836,高雄銀,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,65.00,12.25,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,2838,聯邦銀,PREPARE_ENTRY,BUY_GROUP,突破前 PRE_BREAKOUT,65.00,21.75,PRE_BREAKOUT;量不足,watchlist,reports/report_20260612.html
2026-06-12,2845,遠東銀,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,62.00,12.95,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2850,新產,WAIT,WATCH_GROUP,未就緒 NOT_READY,48.00,148.50,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2851,中再保,WAIT,WATCH_GROUP,未就緒 NOT_READY,62.00,37.15,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,2881,富邦金,TAKE PROFIT,REDUCE_GROUP,,0.00,122.00,,positions,reports/report_20260612.html
2026-06-12,2882,國泰金,TAKE PROFIT,REDUCE_GROUP,,0.00,100.50,,positions,reports/report_20260612.html
2026-06-12,2883,凱基金,WAIT,WATCH_GROUP,未就緒 NOT_READY,54.00,27.45,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,2884,玉山金,WAIT,WATCH_GROUP,未就緒 NOT_READY,68.00,34.35,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,2891,中信金,TAKE PROFIT,REDUCE_GROUP,,0.00,67.60,,positions,reports/report_20260612.html
2026-06-12,2892,第一金,TAKE PROFIT,REDUCE_GROUP,,0.00,31.00,,positions,reports/report_20260612.html
2026-06-12,2897,王道銀行,PREPARE_ENTRY,BUY_GROUP,突破前 PRE_BREAKOUT,66.00,10.50,PRE_BREAKOUT;量不足,watchlist,reports/report_20260612.html
2026-06-12,2903,遠百,PREPARE_ENTRY,BUY_GROUP,突破前 PRE_BREAKOUT,66.00,23.85,PRE_BREAKOUT,watchlist,reports/report_20260612.html
2026-06-12,2905,三商,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,64.00,14.90,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,3003,健和興,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,50.00,63.90,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,3004,豐達科,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,51.00,133.50,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3016,嘉晶,TAKE PROFIT,REDUCE_GROUP,,0.00,114.00,,positions,reports/report_20260612.html
2026-06-12,3022,威強電,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,65.00,87.10,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,3025,星通,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,44.00,71.10,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3026,禾伸堂,TAKE PROFIT,REDUCE_GROUP,,0.00,764.00,,positions,reports/report_20260612.html
2026-06-12,3033,威健,WAIT,WATCH_GROUP,未就緒 NOT_READY,40.00,49.60,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3037,欣興,SELL,REDUCE_GROUP,,0.00,902.00,,positions,reports/report_20260612.html
2026-06-12,3042,晶技,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,31.00,224.50,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,3048,益登,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,35.00,73.00,MAIN_RUN;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3056,富華新,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,68.00,15.05,BASE_BUILDING,watchlist,reports/report_20260612.html
2026-06-12,3088,AXIOMTEK CO,WAIT,WATCH_GROUP,未就緒 NOT_READY,40.00,141.00,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3090,日電貿,BUY,BUY_GROUP,,0.00,256.00,,market,reports/report_20260612.html
2026-06-12,3090,日電貿,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,40.00,256.00,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,3093,港建*,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,60.40,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3141,ULTRA CHIP INC,WAIT,WATCH_GROUP,未就緒 NOT_READY,31.00,71.50,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3149,正達,TAKE PROFIT,REDUCE_GROUP,,0.00,83.00,,positions,reports/report_20260612.html
2026-06-12,3152,ADVANCED CERAMIC X CORP,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,48.00,390.93,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,3167,大量,REMOVE_FROM_WATCHLIST,REDUCE_GROUP,失敗 FAILED,31.00,806.00,FAILED;跌破支撐,watchlist,reports/report_20260612.html
2026-06-12,3221,台嘉碩,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,35.00,60.40,MAIN_RUN;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3236,ABC TAIWAN ELECTRONICS CORP,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,42.00,63.20,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,3290,東浦,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,31.00,61.40,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,3293,鈊象,WAIT,WATCH_GROUP,未就緒 NOT_READY,31.00,755.00,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3303,UNIVACCO TECHNOLOGY INC,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,47.00,58.90,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,3321,同泰,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,42.00,20.45,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,3322,建舜電,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,40.00,15.35,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,3362,ABILITY OPTO-ELECTRONICS TECHNO,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,32.00,160.50,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,3441,UNIQUE OPTO-ELECTRONICS CO LTD,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,28.00,70.00,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,3481,群創,REDUCE,REDUCE_GROUP,,0.00,48.55,,positions,reports/report_20260612.html
2026-06-12,3491,昇達科,STOP LOSS,REDUCE_GROUP,,0.00,1690.00,,positions,reports/report_20260612.html
2026-06-12,3504,揚明光,REMOVE_FROM_WATCHLIST,REDUCE_GROUP,失敗 FAILED,31.00,74.70,FAILED;跌破支撐,watchlist,reports/report_20260612.html
2026-06-12,3520,華盈,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,17.05,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3532,台勝科,BUY,BUY_GROUP,,0.00,326.50,,market,reports/report_20260612.html
2026-06-12,3550,聯穎,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,40.00,29.05,MAIN_RUN;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3630,新鉅科,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,29.10,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,3703,欣陸,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,58.00,22.05,BASE_BUILDING,watchlist,reports/report_20260612.html
2026-06-12,3707,漢磊,TAKE PROFIT,REDUCE_GROUP,,0.00,77.10,,positions,reports/report_20260612.html
2026-06-12,4155,訊映,WAIT,WATCH_GROUP,未就緒 NOT_READY,44.00,15.05,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4162,PHARMAENGINE INC,WAIT,WATCH_GROUP,未就緒 NOT_READY,46.00,57.60,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4164,承業醫,WAIT,WATCH_GROUP,未就緒 NOT_READY,48.00,30.90,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4513,FALCON MACHINE TOOLS,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,15.60,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4542,科嶠,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,42.00,335.50,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,4542,科嶠,BUY,BUY_GROUP,,0.00,335.50,,market,reports/report_20260612.html
2026-06-12,4739,康普,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,121.50,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4763,材料*-KY,WAIT,WATCH_GROUP,未就緒 NOT_READY,48.00,44.45,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4915,致伸,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,52.00,76.50,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4919,新唐,SELL,REDUCE_GROUP,,0.00,175.50,,positions,reports/report_20260612.html
2026-06-12,4923,Force Mos,BUY,BUY_GROUP,,0.00,47.50,,market,reports/report_20260612.html
2026-06-12,4931,新盛力,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,236.00,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4971,IET-KY,TAKE PROFIT,REDUCE_GROUP,,0.00,538.00,,positions,reports/report_20260612.html
2026-06-12,4976,佳凌,WAIT,WATCH_GROUP,未就緒 NOT_READY,31.00,32.55,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,4989,榮科,SELL,REDUCE_GROUP,,0.00,79.70,,positions,reports/report_20260612.html
2026-06-12,5210,寶碩,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,51.00,30.00,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,5289,宜鼎,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,1805.00,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,5425,TAIWAN SEMICONDUCTOR CO,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,101.00,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,5425,TAIWAN SEMICONDUCTOR CO,BUY,BUY_GROUP,,0.00,101.00,,market,reports/report_20260612.html
2026-06-12,5426,振發,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,32.40,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,5434,崇越,WAIT,WATCH_GROUP,未就緒 NOT_READY,52.00,466.00,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,5464,LIM HORN TECHNOLOGY,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,71.80,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,5493,三聯,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,93.70,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,5508,永信建,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,48.00,56.90,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,5515,建國,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,59.00,44.00,BASE_BUILDING,watchlist,reports/report_20260612.html
2026-06-12,5522,遠雄,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,80.00,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,5536,ACTER GROUP CORPORATION LTD,BUY,BUY_GROUP,,0.00,1180.00,,market,reports/report_20260612.html
2026-06-12,5607,遠雄港,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,54.00,52.50,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,5876,上海商銀,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,62.00,42.50,BASE_BUILDING,watchlist,reports/report_20260612.html
2026-06-12,5880,合庫金,WATCH_CLOSELY,WATCH_GROUP,築底 BASE_BUILDING,67.00,24.05,BASE_BUILDING;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,5880,合庫金,TAKE PROFIT,REDUCE_GROUP,,0.00,24.05,,positions,reports/report_20260612.html
2026-06-12,6113,ASEC INTERNATIONAL CORP,WAIT,WATCH_GROUP,未就緒 NOT_READY,37.00,27.25,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,6127,九豪,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,75.90,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,6139,亞翔,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,805.00,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,6153,聯益嘉,WATCH_CLOSELY,WATCH_GROUP,主升 MAIN_RUN,48.00,22.25,MAIN_RUN,watchlist,reports/report_20260612.html
2026-06-12,6156,SONG SHANG ELECTRONICS CO LTD,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,44.00,20.55,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,6165,浪凡,WAIT,WATCH_GROUP,未就緒 NOT_READY,51.00,49.10,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,6174,安,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,31.00,50.30,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,6175,立敦,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,98.60,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,6180,GAMANIA DIGITAL ENTERTAINMENT C,WAIT,WATCH_GROUP,未就緒 NOT_READY,35.00,44.60,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,6182,WAFER WORKS CORPORATION,WAIT,WATCH_GROUP,未就緒 NOT_READY,58.00,88.90,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,6182,WAFER WORKS CORPORATION,BUY,BUY_GROUP,,0.00,88.90,,market,reports/report_20260612.html
2026-06-12,6186,SHIN RUENN DEVELOPMENT CO LTD,WAIT,WATCH_GROUP,未就緒 NOT_READY,44.00,41.05,NOT_READY;上影;收弱,watchlist,reports/report_20260612.html
2026-06-12,6189,豐藝,TAKE_PROFIT,ENTRY_CAUTION_GROUP,過熱 OVERHEATED,41.00,54.10,OVERHEATED;追高,watchlist,reports/report_20260612.html
2026-06-12,6191,精成科,TAKE PROFIT,REDUCE_GROUP,,0.00,93.80,,positions,reports/report_20260612.html
2026-06-12,6197,佳必琪,WAIT,WATCH_GROUP,未就緒 NOT_READY,39.00,327.50,NOT_READY,watchlist,reports/report_20260612.html
2026-06-12,6209,今國光,WAIT,WATCH_GROUP,未就緒 NOT_READY,38.00,82.40,NOT_READY,watchlist,reports/report_20260612.html
